,SKEW,VIX,SPX,Credit_Spread,SPX_Return_1m,SKEW_Lag1
1990-05-31,361.2300109863281,120.20999908447266,17.3700008392334,1.71,-0.05751489139393551,360.8599853515625
1990-06-01,363.1600036621094,119.33000183105469,17.09000015258789,1.79,-0.11542440877127647,361.2300109863281
1990-06-04,367.3999938964844,122.77999877929688,18.389999389648438,1.77,0.03256597086457935,363.1600036621094
1990-06-05,366.6400146484375,121.22000122070312,18.969999313354492,1.74,0.09780084256680999,367.3999938964844
1990-06-06,364.9599914550781,121.44999694824219,17.420000076293945,1.76,-0.013031135819111195,366.6400146484375
1990-06-07,363.1499938964844,123.98999786376953,16.8799991607666,1.75,-0.08707412819260407,364.9599914550781
1990-06-08,358.7099914550781,122.12999725341797,17.579999923706055,1.75,-0.05686692600060084,363.1499938964844
1990-06-11,361.6300048828125,132.13999938964844,16.34000015258789,1.74,-0.12103281234706065,358.7099914550781
1990-06-12,366.25,132.61000061035156,16.600000381469727,1.71,-0.16203933220651168,361.6300048828125
1990-06-13,364.8999938964844,131.50999450683594,17.3799991607666,1.76,-0.13704073051265442,366.25
1990-06-14,362.8999938964844,132.4499969482422,17.399999618530273,1.79,-0.1072344883084616,364.8999938964844
1990-06-15,362.9100036621094,138.30999755859375,15.899999618530273,1.73,-0.10220212080808688,362.8999938964844
1990-06-18,356.8800048828125,133.30999755859375,17.709999084472656,1.7,0.02547762681217436,362.9100036621094
1990-06-19,358.4700012207031,136.2100067138672,15.229999542236328,1.71,-0.1145349496116217,356.8800048828125
1990-06-20,359.1000061035156,139.1199951171875,15.270000457763672,1.72,-0.08672242315420953,358.4700012207031
1990-06-21,360.4700012207031,142.57000732421875,14.720000267028809,1.73,-0.17488788446599268,359.1000061035156
1990-06-22,355.42999267578125,139.6199951171875,19.360000610351562,1.73,0.12689175008448728,360.4700012207031
1990-06-25,352.30999755859375,106.80000305175781,17.059999465942383,1.68,-0.036158263808503066,355.42999267578125
1990-06-26,352.05999755859375,104.6500015258789,16.290000915527344,1.7,-0.05946875273933594,352.30999755859375
1990-06-27,355.1400146484375,106.54000091552734,16.0,1.73,-0.1466666666666666,352.05999755859375
1990-06-28,357.6300048828125,107.41999816894531,16.18000030517578,1.77,-0.07224771733356605,355.1400146484375
1990-06-29,358.0199890136719,107.30999755859375,15.5,1.79,-0.10765692279125583,357.6300048828125
1990-07-02,359.5400085449219,108.16000366210938,16.260000228881836,1.78,-0.04856640820921054,358.0199890136719
1990-07-03,360.1600036621094,107.62000274658203,16.110000610351562,1.8,-0.12398036187974348,359.5400085449219
1990-07-05,355.67999267578125,105.08000183105469,17.25,1.76,-0.09066944520886977,360.1600036621094
1990-07-06,358.4200134277344,107.2699966430664,16.40999984741211,1.7,-0.05797934698383256,355.67999267578125
1990-07-09,359.5199890136719,106.5,16.65999984741211,1.67,-0.013033135325375311,358.4200134277344
1990-07-10,356.489990234375,105.19000244140625,16.920000076293945,1.67,-0.03754265359933939,359.5199890136719
1990-07-11,361.2300109863281,107.83999633789062,16.68000030517578,1.67,0.02080784268132585,356.489990234375
1990-07-12,365.44000244140625,109.70999908447266,17.059999465942383,1.72,0.02771078758444756,361.2300109863281
1990-07-13,367.30999755859375,109.33000183105469,17.09000015258789,1.75,-0.016685789538664175,365.44000244140625
1990-07-16,368.95001220703125,108.6500015258789,16.75,1.74,-0.03735630073451557,367.30999755859375
1990-07-17,367.5199890136719,107.6500015258789,16.65999984741211,1.73,0.047798757680227455,368.95001220703125
1990-07-18,364.2200012207031,133.75,18.899999618530273,1.71,0.06719370951865034,367.5199890136719
1990-07-19,365.32000732421875,137.94000244140625,18.559999465942383,1.68,0.2186474079970384,364.2200012207031
1990-07-20,361.6099853515625,109.70999908447266,15.630000114440918,1.71,0.023575615316646203,365.32000732421875
1990-07-23,355.30999755859375,127.12999725341797,23.68000030517578,1.72,0.6086956437233493,361.6099853515625
1990-07-24,355.7900085449219,127.61000061035156,21.790000915527344,1.68,0.125516540731744,355.30999755859375
1990-07-25,357.0899963378906,130.85000610351562,20.190000534057617,1.72,0.1834701738627713,355.7900085449219
1990-07-26,355.9100036621094,131.0,20.260000228881836,1.69,0.243707740345819,357.0899963378906
1990-07-27,353.44000244140625,127.62000274658203,21.1200008392334,1.75,0.3200000524520874,355.9100036621094
1990-07-30,355.54998779296875,132.44000244140625,21.15999984741211,1.79,0.3077873577445662,353.44000244140625
1990-07-31,356.1499938964844,132.07000732421875,21.110000610351562,1.77,0.361935523248488,355.54998779296875
1990-08-01,355.5199890136719,131.00999450683594,21.639999389648438,1.82,0.33087325246222155,356.1499938964844
1990-08-02,351.4800109863281,110.08000183105469,20.43000030517578,1.74,0.268156395478246,355.5199890136719
1990-08-03,344.8599853515625,119.5999984741211,28.739999771118164,1.76,0.6660869432532268,351.4800109863281
1990-08-06,334.42999267578125,114.6500015258789,35.90999984741211,1.61,1.1882998282340136,344.8599853515625
1990-08-07,334.8299865722656,119.08999633789062,32.75,1.55,0.9657863325303235,334.42999267578125
1990-08-08,338.3500061035156,125.19000244140625,28.270000457763672,1.6,0.670803802026682,334.8299865722656
1990-08-09,339.94000244140625,128.89999389648438,24.389999389648438,1.68,0.4622301524826864,338.3500061035156
1990-08-10,335.5199890136719,123.01000213623047,25.75,1.66,0.5093787107910432,339.94000244140625
1990-08-13,338.8399963378906,119.33999633789062,25.739999771118164,1.62,0.5061439169864741,335.5199890136719
1990-08-14,339.3900146484375,120.5199966430664,24.18000030517578,1.67,0.4435821077716884,338.8399963378906
1990-08-15,340.05999755859375,120.04000091552734,23.309999465942383,1.7,0.3991596446240817,339.3900146484375
1990-08-16,332.3900146484375,117.18000030517578,27.15999984741211,1.63,0.43703705796816106,340.05999755859375
1990-08-17,327.8299865722656,117.36000061035156,27.530000686645508,1.61,0.483297493470465,332.3900146484375
1990-08-20,328.510009765625,118.36000061035156,26.459999084472656,1.67,0.6928982015825869,327.8299865722656
1990-08-21,321.8599853515625,114.5199966430664,28.899999618530273,1.68,0.22043915735142727,328.510009765625
1990-08-22,316.54998779296875,112.48999786376953,30.549999237060547,1.63,0.4020191809763034,321.8599853515625
1990-08-23,307.05999755859375,110.91999816894531,36.470001220703125,1.53,0.8063397848446558,316.54998779296875
1990-08-24,311.510009765625,113.41999816894531,33.93000030517578,1.59,0.6747285252646023,307.05999755859375
1990-08-27,321.44000244140625,117.69000244140625,29.6299991607666,1.68,0.40293551057652777,311.510009765625
1990-08-28,321.3399963378906,117.9000015258789,29.1200008392334,1.61,0.37618152406531347,321.44000244140625
1990-08-29,324.19000244140625,118.62999725341797,27.3799991607666,1.72,0.2970155551459559,321.3399963378906
1990-08-30,318.7099914550781,116.73999786376953,29.889999389648438,1.72,0.3812384580725272,324.19000244140625
1990-08-31,322.55999755859375,119.4800033569336,29.899999618530273,1.69,0.46353397806633123,318.7099914550781
1990-09-04,323.0899963378906,119.91999816894531,29.579999923706055,1.67,0.029227562953289876,322.55999755859375
1990-09-05,324.3900146484375,119.87999725341797,28.520000457763672,1.68,-0.20579224230158288,323.0899963378906
1990-09-06,320.4599914550781,116.9800033569336,30.190000534057617,1.69,-0.07816792262419492,324.3900146484375
1990-09-07,323.3999938964844,117.81999969482422,28.729999542236328,1.71,0.01627163342851401,320.4599914550781
1990-09-10,321.6300048828125,118.7699966430664,29.34000015258789,1.65,0.20295206587993286,323.3999938964844
1990-09-11,321.0400085449219,119.16000366210938,28.3799991607666,1.78,0.10213588973850873,321.6300048828125
1990-09-12,322.5400085449219,118.27999877929688,28.1200008392334,1.77,0.0924631347815994,321.0400085449219
1990-09-13,318.6499938964844,116.91000366210938,29.329999923706055,1.74,0.2129859203280451,322.5400085449219
1990-09-14,316.8299865722656,119.02999877929688,30.559999465942383,1.72,0.31102531815124146,318.6499938964844
1990-09-17,317.7699890136719,116.80000305175781,29.549999237060547,1.74,0.0879970325138335,316.8299865722656
1990-09-18,318.6000061035156,117.48999786376953,28.81999969482422,1.75,0.04685793592458842,317.7699890136719
1990-09-19,316.6000061035156,116.4800033569336,27.8799991607666,1.78,0.05366591554900069,318.6000061035156
1990-09-20,311.4800109863281,115.87999725341797,28.65999984741211,1.73,-0.00830449045972581,316.6000061035156
1990-09-21,311.32000732421875,118.22000122070312,30.040000915527344,1.7,-0.016693889828793163,311.4800109863281
1990-09-24,304.5899963378906,111.30000305175781,30.559999465942383,1.69,-0.16205104351369692,311.32000732421875
1990-09-25,308.260009765625,115.72000122070312,28.809999465942383,1.75,-0.15089893289663125,304.5899963378906
1990-09-26,305.05999755859375,114.76000213623047,28.190000534057617,1.77,-0.048599347536118165,308.260009765625
1990-09-27,300.9700012207031,112.8499984741211,28.670000076293945,1.85,-0.015453322457778418,305.05999755859375
1990-09-28,306.04998779296875,113.23999786376953,29.110000610351562,1.94,0.06318486130795486,300.9700012207031
1990-10-01,314.94000244140625,116.55999755859375,28.059999465942383,1.96,-0.06122448849362716,306.04998779296875
1990-10-02,315.2099914550781,116.80999755859375,27.280000686645508,1.96,-0.08762538345522397,314.94000244140625
1990-10-03,311.3999938964844,115.5999984741211,27.899999618530273,1.94,-0.05679514230929372,315.2099914550781
1990-10-04,312.69000244140625,116.16000366210938,27.510000228881836,1.97,-0.03541375219743015,311.3999938964844
1990-10-05,311.5,117.2300033569336,27.850000381469727,2.0,-0.0775091126596078,312.69000244140625
1990-10-08,313.4800109863281,116.48999786376953,28.040000915527344,2.0,-0.024016659857394318,311.5
1990-10-09,305.1000061035156,112.80000305175781,30.709999084472656,1.86,0.04669389654941525,313.4800109863281
1990-10-10,300.3900146484375,110.6500015258789,31.190000534057617,1.87,0.09901344102841447,305.1000061035156
1990-10-11,295.4599914550781,109.77999877929688,33.97999954223633,1.88,0.20839255078637775,300.3900146484375
1990-10-12,300.0299987792969,111.91999816894531,31.940000534057617,1.97,0.08898740597138644,295.4599914550781
1990-10-15,303.2300109863281,112.3499984741211,31.639999389648438,2.0,0.03534031225719292,300.0299987792969
1990-10-16,298.9200134277344,111.06999969482422,31.450000762939453,2.02,0.06429785363567775,303.2300109863281
1990-10-17,298.760009765625,111.73999786376953,31.3700008392334,2.05,0.08848026271378262,298.9200134277344
1990-10-18,305.739990234375,114.6500015258789,29.600000381469727,2.07,0.06169301551212203,298.760009765625
1990-10-19,312.4800109863281,117.55999755859375,27.860000610351562,2.12,-0.02791344177668531,305.739990234375
1990-10-22,314.760009765625,116.11000061035156,27.270000457763672,2.12,-0.0922103985799777,312.4800109863281
1990-10-23,312.3599853515625,115.12999725341797,27.56999969482422,2.1,-0.09784030835636537,314.760009765625
1990-10-24,312.6000061035156,116.16999816894531,28.280000686645508,2.11,-0.018396348112516003,312.3599853515625
1990-10-25,310.1700134277344,114.75,29.040000915527344,2.13,0.03015254932126732,312.6000061035156
1990-10-26,304.7099914550781,111.79000091552734,30.75,2.11,0.07254970066867639,310.1700134277344
1990-10-29,301.8800048828125,112.3499984741211,31.540000915527344,2.04,0.08347647730078256,304.7099914550781
1990-10-30,304.05999755859375,113.41999816894531,30.520000457763672,2.1,0.08766931712907189,301.8800048828125
1990-10-31,304.0,113.97000122070312,30.040000915527344,2.13,0.10117302637140146,304.05999755859375
1990-11-01,307.0199890136719,112.52999877929688,30.25,2.16,0.08422940550540114,304.0
1990-11-02,311.8500061035156,115.29000091552734,30.030000686645508,2.16,0.09160306931288242,307.0199890136719
1990-11-05,314.5899963378906,114.4800033569336,29.850000381469727,2.27,0.07181328447416169,311.8500061035156
1990-11-06,311.6199951171875,114.47000122070312,29.110000610351562,2.25,0.038159759625103984,314.5899963378906
1990-11-07,306.010009765625,114.58999633789062,30.8700008392334,2.15,0.005210086601456165,311.6199951171875
1990-11-08,307.6099853515625,114.66000366210938,30.790000915527344,2.17,-0.012824610826585148,306.010009765625
1990-11-09,313.739990234375,117.11000061035156,26.959999084472656,2.24,-0.20659212926233206,307.6099853515625
1990-11-12,319.4800109863281,115.56999969482422,25.600000381469727,2.24,-0.19849718367498304,313.739990234375
1990-11-13,317.6700134277344,116.0999984741211,24.579999923706055,2.28,-0.22313525923303845,319.4800109863281
1990-11-14,320.3999938964844,117.0199966430664,22.889999389648438,2.3,-0.2721780974764899,317.6700134277344
1990-11-15,317.0199890136719,116.97000122070312,22.56999969482422,2.26,-0.2805228214531418,320.3999938964844
1990-11-16,317.1199951171875,119.97000122070312,21.34000015258789,2.23,-0.27905405819024187,317.0199890136719
1990-11-19,319.3399963378906,121.27999877929688,20.950000762939453,2.18,-0.2480258325925756,317.1199951171875
1990-11-20,315.30999755859375,118.27999877929688,20.09000015258789,2.23,-0.2632930027374334,319.3399963378906
1990-11-21,316.0299987792969,119.27999877929688,21.09000015258789,2.24,-0.235038070872842,315.30999755859375
1990-11-23,315.1000061035156,116.37000274658203,20.979999542236328,2.22,-0.25813299035230985,316.0299987792969
1990-11-26,316.510009765625,118.33000183105469,22.760000228881836,2.25,-0.2162534603532903,315.1000061035156
1990-11-27,318.1000061035156,119.44999694824219,22.860000610351562,2.23,-0.2565853460048272,316.510009765625
1990-11-28,317.95001220703125,120.1500015258789,22.959999084472656,2.22,-0.27203556062139167,318.1000061035156
1990-11-29,316.4200134277344,117.70999908447266,23.90999984741211,2.23,-0.2165793090173468,317.95001220703125
1990-11-30,322.2200012207031,122.6500015258789,22.15999984741211,2.27,-0.2623169383474335,316.4200134277344
1990-12-03,324.1000061035156,122.23999786376953,22.290000915527344,2.25,-0.2631404656024019,322.2200012207031
1990-12-04,326.3500061035156,124.37000274658203,22.030000686645508,2.28,-0.2664002603089397,324.1000061035156
1990-12-05,329.9200134277344,127.37999725341797,20.940000534057617,2.31,-0.29849245338513486,326.3500061035156
1990-12-06,329.07000732421875,126.30999755859375,22.6200008392334,2.29,-0.2229474282048043,329.9200134277344
1990-12-07,327.75,124.43000030517578,22.59000015258789,2.4,-0.2682215892952702,329.07000732421875
1990-12-10,328.8900146484375,125.0999984741211,23.579999923706055,2.38,-0.23416696256690583,327.75
1990-12-11,326.44000244140625,125.9800033569336,23.75,2.42,-0.11906525198368512,328.8900146484375
1990-12-12,330.19000244140625,128.57000732421875,21.280000686645508,2.45,-0.16874998556450027,326.44000244140625
1990-12-13,329.3399963378906,122.56999969482422,23.049999237060547,2.38,-0.062245756362672156,330.19000244140625
1990-12-14,326.82000732421875,122.13999938964844,23.850000381469727,2.37,0.04193975611268175,329.3399963378906
1990-12-17,326.0199890136719,120.44999694824219,24.850000381469727,2.42,0.1010190836275624,326.82000732421875
1990-12-18,330.04998779296875,123.98999786376953,23.110000610351562,2.4,0.08294285122341138,326.0199890136719
1990-12-19,330.20001220703125,126.30999755859375,23.079999923706055,2.41,0.10167060062998035,330.04998779296875
1990-12-20,330.1199951171875,122.3499984741211,23.1299991607666,2.41,0.15131901369284528,330.20001220703125
1990-12-21,331.75,129.61000061035156,22.65999984741211,2.39,0.07444284890778285,330.1199951171875
1990-12-24,329.8999938964844,121.29000091552734,24.030000686645508,2.29,0.14537660681398035,331.75
1990-12-26,330.8500061035156,127.30000305175781,24.18000030517578,2.33,0.062390160896923064,329.8999938964844
1990-12-27,328.2900085449219,124.79000091552734,24.809999465942383,2.34,0.08530178493117857,330.8500061035156
1990-12-28,328.7200012207031,127.58999633789062,25.049999237060547,2.32,0.09102788484000035,328.2900085449219
1990-12-31,330.2200012207031,126.56999969482422,26.3799991607666,2.35,0.10330402882130629,328.7200012207031
1991-01-02,326.45001220703125,121.3499984741211,26.6200008392334,2.42,0.20126358404926337,330.2200012207031
1991-01-03,321.9100036621094,122.76000213623047,27.93000030517578,2.43,0.2530282260203758,326.45001220703125
1991-01-04,321.0,121.94999694824219,27.190000534057617,2.38,0.2342260411521493,321.9100036621094
1991-01-07,315.44000244140625,118.12000274658203,28.950000762939453,2.34,0.3825214911458128,321.0
1991-01-08,314.8999938964844,116.76000213623047,30.3799991607666,2.34,0.3430591526802169,315.44000244140625
1991-01-09,311.489990234375,114.26000213623047,33.29999923706055,2.29,0.47410354192696746,314.8999938964844
1991-01-10,314.5299987792969,117.27999877929688,31.329999923706055,2.37,0.32866836408292643,311.489990234375
1991-01-11,315.2300109863281,114.58000183105469,32.630001068115234,2.29,0.3738947818153784,314.5299987792969
1991-01-14,312.489990234375,112.37999725341797,36.20000076293945,2.29,0.7011278005106998,315.2300109863281
1991-01-15,313.7300109863281,112.70999908447266,36.15999984741211,2.33,0.5687636027888832,312.489990234375
1991-01-16,316.1700134277344,115.8499984741211,33.20000076293945,2.36,0.3920335527010814,313.7300109863281
1991-01-17,327.9700012207031,121.72000122070312,27.450000762939453,2.4,0.10462778034436204,316.1700134277344
1991-01-18,332.2300109863281,125.61000061035156,25.389999389648438,2.4,0.09865853392819068,327.9700012207031
1991-01-21,331.05999755859375,122.41000366210938,24.329999923706055,2.4,0.05415944558631014,332.2300109863281
1991-01-22,328.30999755859375,117.94000244140625,24.899999618530273,2.38,0.0765240173793853,331.05999755859375
1991-01-23,330.2099914550781,118.1500015258789,23.920000076293945,2.41,0.05560460006030121,328.30999755859375
1991-01-24,334.7799987792969,121.9000015258789,22.860000610351562,2.41,-0.04868914036045635,330.2099914550781
1991-01-25,336.07000732421875,124.19999694824219,22.200000762939453,2.4,-0.08188583611442324,334.7799987792969
1991-01-28,336.0299987792969,122.91000366210938,23.049999237060547,2.37,-0.07093914819699432,336.07000732421875
1991-01-29,335.8399963378906,122.52999877929688,23.170000076293945,2.32,-0.07504986898303823,336.0299987792969
1991-01-30,340.9100036621094,127.44000244140625,21.3700008392334,2.3,-0.18991654590286244,335.8399963378906
1991-01-31,343.92999267578125,121.6500015258789,20.90999984741211,2.3,-0.21450040615347044,340.9100036621094
1991-02-01,343.04998779296875,121.25,21.040000915527344,2.33,-0.24668812439545995,343.92999267578125
1991-02-04,348.3399963378906,123.20999908447266,21.860000610351562,2.31,-0.19602794479646335,343.04998779296875
1991-02-05,351.260009765625,123.91999816894531,21.459999084472656,2.3,-0.25872198552945036,348.3399963378906
1991-02-06,358.07000732421875,121.0999984741211,22.68000030517578,2.34,-0.2534561905299447,351.260009765625
1991-02-07,356.5199890136719,121.23999786376953,23.600000381469727,2.28,-0.29129126359845103,358.07000732421875
1991-02-08,359.3500061035156,121.05000305175781,23.3799991607666,2.29,-0.25375042394826286,356.5199890136719
1991-02-11,368.5799865722656,121.52999877929688,22.559999465942383,2.24,-0.30861174601716046,359.3500061035156
1991-02-12,365.5,121.19000244140625,22.260000228881836,2.22,-0.3850828795652679,368.5799865722656
1991-02-13,369.0199890136719,123.69000244140625,20.860000610351562,2.2,-0.42311944971303794,365.5
1991-02-14,364.2200012207031,120.58000183105469,21.479999542236328,2.2,-0.3530120768486833,369.0199890136719
1991-02-15,369.05999755859375,118.94000244140625,19.56999969482422,2.23,-0.2870674261967274,364.2200012207031
1991-02-19,369.3900146484375,112.37999725341797,19.84000015258789,2.22,-0.21858997126732094,369.05999755859375
1991-02-20,365.1400146484375,114.95999908447266,22.260000228881836,2.2,-0.08508013568908002,369.3900146484375
1991-02-21,364.9700012207031,113.81999969482422,20.780000686645508,2.15,-0.16546180702825042,365.1400146484375
1991-02-22,365.6499938964844,114.91999816894531,21.010000228881836,2.14,-0.12165551162753052,364.9700012207031
